skill_code,base_skill_code,skill_name,skill_family,skill_theme,skill_type,environment,environment_code,tidal_regime,tidal_code,timescale,timescale_code,spatial_scale,spatial_code,data_modality,primary_output,hazard_focus,wave_exposure_typical,sediment_balance_typical,method_stage,family_order,skill_order,environment_order,tide_order,timescale_order,spatial_order,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,node_value,spatial_letter,family_letter,skill_letter,environment_letter,skill_name_short,short_code,short_code_label,legend_skill,legend_environment,legend_spatial,legend_family,skill_family_display,skill_name_display,environment_display,outer_code_display
OBS2.BI.ME.SE.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,barrier island,BI,meso,ME,seasonal,SE,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,3,2,2,1,site,Observations,barrier island,SOHB,,,1,S,O,H,B,H,SOHB,SOHB,H = Video-based coastal monitoring,B = barrier island,S = site,O = Observations,O,H,B,SOHB
OBS2.BI.MA.EV.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,barrier island,BI,macro,MA,event,EV,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,3,3,1,1,site,Observations,barrier island,SOHB,,,1,S,O,H,B,H,SOHB,SOHB,H = Video-based coastal monitoring,B = barrier island,S = site,O = Observations,O,H,B,SOHB
OBS2.BI.MA.SE.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,barrier island,BI,macro,MA,seasonal,SE,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,3,3,2,1,site,Observations,barrier island,SOHB,,,1,S,O,H,B,H,SOHB,SOHB,H = Video-based coastal monitoring,B = barrier island,S = site,O = Observations,O,H,B,SOHB
OBS2.IN.MI.EV.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,micro,MI,event,EV,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,1,1,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
OBS2.IN.MI.SE.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,micro,MI,seasonal,SE,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,1,2,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
OBS2.IN.ME.EV.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,meso,ME,event,EV,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,2,1,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
OBS2.IN.ME.SE.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,meso,ME,seasonal,SE,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,2,2,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
OBS2.IN.MA.EV.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,macro,MA,event,EV,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,3,1,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
OBS2.IN.MA.SE.SI,OBS2,Video-based coastal monitoring,Observations,In situ monitoring,technical,tidal inlet / sand spit / river mouth,IN,macro,MA,seasonal,SE,site,SI,video / image time stacks,shoreline / runup / morphology indicators,erosion / shoreline change / storm response,moderate to exposed,balanced to deficit,observation,1,2,4,3,2,1,site,Observations,tidal inlet / sand spit / river mouth,SOHI,,,1,S,O,H,I,H,SOHI,SOHI,H = Video-based coastal monitoring,I = tidal inlet / sand spit / river mouth,S = site,O = Observations,O,H,I,SOHI
DAT1.SB.MI.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,micro,MI,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,1,3,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.SB.MI.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,micro,MI,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,1,4,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.SB.ME.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,meso,ME,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,2,3,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.SB.ME.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,meso,ME,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,2,4,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.SB.MA.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,macro,MA,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,3,3,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.SB.MA.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,sandy beach,SB,macro,MA,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,1,3,4,4,regional,Data workflows,sandy beach,RDDS,,,1,R,D,D,S,D,RDDS,RDDS,D = Multi-source data harmonisation and QA/QC,S = sandy beach,R = regional,D = Data workflows,D,D,S,RDDS
DAT1.BI.MI.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,micro,MI,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,1,3,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.BI.MI.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,micro,MI,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,1,4,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.BI.ME.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,meso,ME,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,2,3,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.BI.ME.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,meso,ME,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,2,4,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.BI.MA.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,macro,MA,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,3,3,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.BI.MA.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,barrier island,BI,macro,MA,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,3,3,4,4,regional,Data workflows,barrier island,RDDB,,,1,R,D,D,B,D,RDDB,RDDB,D = Multi-source data harmonisation and QA/QC,B = barrier island,R = regional,D = Data workflows,D,D,B,RDDB
DAT1.EL.MI.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,micro,MI,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,1,3,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.EL.MI.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,1,4,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.EL.ME.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,meso,ME,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,2,3,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.EL.ME.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,meso,ME,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,2,4,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.EL.MA.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,macro,MA,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,3,3,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.EL.MA.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,5,3,4,4,regional,Data workflows,estuary / lagoon,RDDE,,,1,R,D,D,E,D,RDDE,RDDE,D = Multi-source data harmonisation and QA/QC,E = estuary / lagoon,R = regional,D = Data workflows,D,D,E,RDDE
DAT1.DE.MI.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,micro,MI,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,1,3,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.DE.MI.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,micro,MI,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,1,4,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.DE.ME.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,meso,ME,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,2,3,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.DE.ME.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,meso,ME,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,2,4,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.DE.MA.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,macro,MA,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,3,3,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.DE.MA.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,delta,DE,macro,MA,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,6,3,4,4,regional,Data workflows,delta,RDDD,,,1,R,D,D,D,D,RDDD,RDDD,D = Multi-source data harmonisation and QA/QC,D = deltaic shoreline,R = regional,D = Data workflows,D,D,D,RDDD
DAT1.CL.MI.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,micro,MI,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,1,3,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
DAT1.CL.MI.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,micro,MI,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,1,4,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
DAT1.CL.ME.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,meso,ME,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,2,3,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
DAT1.CL.ME.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,meso,ME,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,2,4,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
DAT1.CL.MA.IA.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,macro,MA,interannual,IA,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,3,3,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
DAT1.CL.MA.DE.RG,DAT1,Multi-source data harmonisation and QA/QC,Data workflows,Data integration,cross-cutting,cliffs,CL,macro,MA,decadal,DE,regional,RG,multi-source geospatial / time series,analysis-ready harmonised datasets,cross-cutting,any,any,workflow,2,1,8,3,4,4,regional,Data workflows,cliffs,RDDC,,,1,R,D,D,C,D,RDDC,RDDC,D = Multi-source data harmonisation and QA/QC,C = cliffs,R = regional,D = Data workflows,D,D,C,RDDC
MOD1.SB.MI.EV.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,micro,MI,event,EV,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,1,1,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.SB.MI.SE.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,micro,MI,seasonal,SE,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,1,2,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.SB.MI.SE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,micro,MI,seasonal,SE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,1,2,3,subregional,Modelling,sandy beach,EMCS,,,1,E,M,C,S,C,EMCS,EMCS,C = Morphodynamic modelling,S = sandy beach,E = subregional / embayment,M = Modelling,M,C,S,EMCS
MOD1.SB.MI.DE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,micro,MI,decadal,DE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,1,4,3,subregional,Modelling,sandy beach,EMCS,,,1,E,M,C,S,C,EMCS,EMCS,C = Morphodynamic modelling,S = sandy beach,E = subregional / embayment,M = Modelling,M,C,S,EMCS
MOD1.SB.ME.EV.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,meso,ME,event,EV,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,2,1,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.SB.ME.SE.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,meso,ME,seasonal,SE,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,2,2,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.SB.ME.SE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,meso,ME,seasonal,SE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,2,2,3,subregional,Modelling,sandy beach,EMCS,,,1,E,M,C,S,C,EMCS,EMCS,C = Morphodynamic modelling,S = sandy beach,E = subregional / embayment,M = Modelling,M,C,S,EMCS
MOD1.SB.ME.DE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,meso,ME,decadal,DE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,2,4,3,subregional,Modelling,sandy beach,EMCS,,,1,E,M,C,S,C,EMCS,EMCS,C = Morphodynamic modelling,S = sandy beach,E = subregional / embayment,M = Modelling,M,C,S,EMCS
MOD1.SB.MA.EV.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,macro,MA,event,EV,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,3,1,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.SB.MA.SE.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,sandy beach,SB,macro,MA,seasonal,SE,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,1,3,2,1,site,Modelling,sandy beach,SMCS,,,1,S,M,C,S,C,SMCS,SMCS,C = Morphodynamic modelling,S = sandy beach,S = site,M = Modelling,M,C,S,SMCS
MOD1.GB.MI.EV.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,micro,MI,event,EV,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,1,1,1,site,Modelling,gravel beach,SMCG,,,1,S,M,C,G,C,SMCG,SMCG,C = Morphodynamic modelling,G = gravel beach,S = site,M = Modelling,M,C,G,SMCG
MOD1.GB.MI.SE.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,micro,MI,seasonal,SE,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,1,2,1,site,Modelling,gravel beach,SMCG,,,1,S,M,C,G,C,SMCG,SMCG,C = Morphodynamic modelling,G = gravel beach,S = site,M = Modelling,M,C,G,SMCG
MOD1.GB.MI.SE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,micro,MI,seasonal,SE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,1,2,3,subregional,Modelling,gravel beach,EMCG,,,1,E,M,C,G,C,EMCG,EMCG,C = Morphodynamic modelling,G = gravel beach,E = subregional / embayment,M = Modelling,M,C,G,EMCG
MOD1.GB.MI.DE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,micro,MI,decadal,DE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,1,4,3,subregional,Modelling,gravel beach,EMCG,,,1,E,M,C,G,C,EMCG,EMCG,C = Morphodynamic modelling,G = gravel beach,E = subregional / embayment,M = Modelling,M,C,G,EMCG
MOD1.GB.ME.EV.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,meso,ME,event,EV,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,2,1,1,site,Modelling,gravel beach,SMCG,,,1,S,M,C,G,C,SMCG,SMCG,C = Morphodynamic modelling,G = gravel beach,S = site,M = Modelling,M,C,G,SMCG
MOD1.GB.ME.SE.SI,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,meso,ME,seasonal,SE,site,SI,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,2,2,1,site,Modelling,gravel beach,SMCG,,,1,S,M,C,G,C,SMCG,SMCG,C = Morphodynamic modelling,G = gravel beach,S = site,M = Modelling,M,C,G,SMCG
MOD1.GB.ME.SE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,meso,ME,seasonal,SE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,2,2,3,subregional,Modelling,gravel beach,EMCG,,,1,E,M,C,G,C,EMCG,EMCG,C = Morphodynamic modelling,G = gravel beach,E = subregional / embayment,M = Modelling,M,C,G,EMCG
MOD1.GB.ME.DE.SU,MOD1,Morphodynamic modelling,Modelling,Shoreline models,technical,gravel beach,GB,meso,ME,decadal,DE,subregional,SU,numerical model,shoreline trajectories / storm erosion / profile response,erosion / shoreline change / storm impacts,moderate to exposed,balanced to deficit,model,3,1,2,2,4,3,subregional,Modelling,gravel beach,EMCG,,,1,E,M,C,G,C,EMCG,EMCG,C = Morphodynamic modelling,G = gravel beach,E = subregional / embayment,M = Modelling,M,C,G,EMCG
